Environment,Physical Server,Servername,Logical Environment,Logical Environment Abbiv.,Purpose,IP Address / Ports for Database,DNS Name,Virtual IP Address,,KHBE Environment Instance Name,"Data 
Contained",Internet Connectivity
User Acceptance Testing,UAT-WEB-7,HFSNE121-037383,User Acceptance Testing Stage 4,STU4,,172.26.124.34,stu4.form1095.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-8,HFSNE121-037384,Performance Testing,PERF,,172.26.127.196,perf.kyenroll.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-8,HFSNE121-037384,Performance Testing,PERF,,172.26.126.211,perf.webapi.kynect.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-8,HFSNE121-037384,Performance Testing,PERF,,172.26.126.212,perf.kywaiver.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-8,HFSNE121-037384,Performance Testing,PERF,,172.26.127.211,perf.kyissuer.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-8,HFSNE121-037384,Performance Testing,PERF,,172.26.127.212,perf.kyshop.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-8,HFSNE121-037384,Performance Testing,PERF,,172.26.127.213,perf.kyshopping.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-8,HFSNE121-037384,Performance Testing,PERF,,172.26.127.214,perf.kyplans.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-8,HFSNE121-037384,Performance Testing,PERF,,172.26.127.215,perf.kyagent.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-8,HFSNE121-037384,Performance Testing,PERF,,172.26.126.80,perf.webapi.kyshop.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-8,HFSNE121-037384,Performance Testing,PERF,,172.26.126.81,perf.webapi.kyshopping.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-8,HFSNE121-037384,Performance Testing,PERF,,172.26.126.82,perf.webapi.kyplans.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-8,HFSNE121-037384,User Acceptance Testing Stage 2,STU3,,172.26.128.126,stu3.kynect.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-8,HFSNE121-037384,User Acceptance Testing Stage 2,STU3,,172.26.128.168,stu3.kywaiver.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-8,HFSNE121-037384,User Acceptance Testing Stage 2,STU3,,172.26.128.169,stu3.kyagent.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-8,HFSNE121-037384,User Acceptance Testing Stage 2,STU3,,172.26.128.170,stu3.kyissuer.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-8,HFSNE121-037384,User Acceptance Testing Stage 2,STU3,,172.26.128.172,stu3.kyshop.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-8,HFSNE121-037384,User Acceptance Testing Stage 2,STU3,,172.26.128.173,stu3.kyshopping.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-8,HFSNE121-037384,User Acceptance Testing Stage 2,STU3,,172.26.128.174,stu3.kyplans.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-8,HFSNE121-037384,User Acceptance Testing Stage 2,STU3,,172.26.128.213,stu3.form1095.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-8,HFSNE121-037384,User Acceptance Testing Stage 4,STU4,,172.26.124.35,stu4.kynect.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-8,HFSNE121-037384,User Acceptance Testing Stage 4,STU4,,172.26.124.36,stu4.kywaiver.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-8,HFSNE121-037384,User Acceptance Testing Stage 4,STU4,,172.26.124.37,stu4.kyagent.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-8,HFSNE121-037384,User Acceptance Testing Stage 4,STU4,,172.26.124.38,stu4.kyissuer.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-8,HFSNE121-037384,User Acceptance Testing Stage 4,STU4,,172.26.124.39,stu4.kyshop.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-8,HFSNE121-037384,User Acceptance Testing Stage 4,STU4,,172.26.124.40,stu4.kyshopping.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-8,HFSNE121-037384,User Acceptance Testing Stage 4,STU4,,172.26.124.41,stu4.kyplans.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-8,HFSNE121-037384,User Acceptance Testing Stage 4,STU4,,172.26.124.42,stu4.form1095.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-9,HFSNE121-037624,User Acceptance Testing Stage 1,STU1,,172.26.127.249,stu1.workflow.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-10,HFSNE121-037641,User Acceptance Testing Stage 3,STU3,,172.26.128.229,stu3.workflow.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-WEB-11,HFSNE121-037642,User Acceptance Testing Stage 4,STU4,,172.26.128.230,stu4.workflow.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-1,HFSNE121-037064,User Acceptance Testing Stage 1,STU1,,172.26.129.58,stu1.kyserve.chfsinet.ky.gov,172.26.28.98,,,,No
User Acceptance Testing,UAT-APP-1,HFSNE121-037064,User Acceptance Testing 1,UAT1,,172.26.129.61,uat1.kyserve.chfsinet.ky.gov,172.26.28.101,,,,No
User Acceptance Testing,UAT-APP-1,HFSNE121-037064,User Acceptance Testing 2,UAT2,,172.26.129.62,uat2.kyserve.chfsinet.ky.gov,172.26.28.102,,,,No
User Acceptance Testing,UAT-APP-1,HFSNE121-037064,User Acceptance Testing 3,UAT3,,172.26.129.63,uat3.kyserve.chfsinet.ky.gov,172.26.28.103,,,,No
User Acceptance Testing,UAT-APP-1,HFSNE121-037064,User Acceptance Testing 4,UAT4,,172.26.128.233,uat4.kyserve.chfsinet.ky.gov,172.26.128.239,,,,No
User Acceptance Testing,UAT-APP-1,HFSNE121-037064,Performance Testing  ,PERF,,172.26.129.65,perf.kyserve.chfsinet.ky.gov,172.26.28.105,,,,
User Acceptance Testing,UAT-APP-1,HFSNE121-037064,Performance Testing 2,PERF2,,172.26.129.15,perf2.kyserve.chfsinet.ky.gov,172.26.129.115,,,,
User Acceptance Testing,UAT-APP-1,HFSNE121-037064,User Acceptance Testing 2,UAT2,,172.26.127.192,stu2.kyserve.chfsinet.ky.gov,172.26.127.191,,,,
User Acceptance Testing,UAT-APP-2,HFSNE121-037065,User Acceptance Testing Stage 1,STU1,,172.26.129.66,stu1.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-2,HFSNE121-037065,User Acceptance Testing 1,UAT1,,172.26.129.69,uat1.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-2,HFSNE121-037065,User Acceptance Testing 2,UAT2,,172.26.129.70,uat2.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-2,HFSNE121-037065,User Acceptance Testing 3,UAT3,,172.26.129.71,uat3.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-2,HFSNE121-037065,User Acceptance Testing 4,UAT4,,172.26.128.234,uat4.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-2,HFSNE121-037065,Performance Testing  ,PERF,,172.26.129.73,perf.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-2,HFSNE121-037065,Performance Testing 2,PERF2,,172.26.129.16,perf2.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-2,HFSNE121-037065,User Acceptance Testing 2,UAT2,,172.26.127.193,stu2.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-3,HFSNE121-037066,User Acceptance Testing Stage 1,STU1,,172.26.129.74,stu1.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-3,HFSNE121-037066,User Acceptance Testing 1,UAT1,,172.26.129.77,uat1.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-3,HFSNE121-037066,User Acceptance Testing 2,UAT2,,172.26.129.78,uat2.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-3,HFSNE121-037066,User Acceptance Testing 3,UAT3,,172.26.129.79,uat3.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-3,HFSNE121-037066,User Acceptance Testing 4,UAT4,,172.26.128.235,uat4.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-3,HFSNE121-037066,Performance Testing  ,PERF,,172.26.129.81,perf.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-3,HFSNE121-037066,Performance Testing 2,PERF2,,172.26.129.17,perf2.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-3,HFSNE121-037066,User Acceptance Testing 2,UAT2,,172.26.127.194,stu2.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-4,HFSNE121-037067,User Acceptance Testing Stage 1,STU1,,172.26.129.82,stu1.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-4,HFSNE121-037067,User Acceptance Testing 1,UAT1,,172.26.129.85,uat1.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-4,HFSNE121-037067,User Acceptance Testing 2,UAT2,,172.26.129.86,uat2.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-4,HFSNE121-037067,User Acceptance Testing 3,UAT3,,172.26.129.87,uat3.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-4,HFSNE121-037067,User Acceptance Testing 4,UAT4,,172.26.128.236,uat4.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-4,HFSNE121-037067,Performance Testing  ,PERF,,172.26.129.89,perf.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-4,HFSNE121-037067,Performance Testing 2,PERF2,,172.26.129.18,perf2.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-5,HFSNE121-037068,User Acceptance Testing Stage 1,STU1,,172.26.129.90,stu1.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-5,HFSNE121-037068,User Acceptance Testing 1,UAT1,,172.26.129.93,uat1.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-5,HFSNE121-037068,User Acceptance Testing 2,UAT2,,172.26.129.94,uat2.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-5,HFSNE121-037068,User Acceptance Testing 3,UAT3,,172.26.129.95,uat3.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-5,HFSNE121-037068,User Acceptance Testing 4,UAT4,,172.26.128.237,uat4.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-5,HFSNE121-037068,Performance Testing  ,PERF,,172.26.129.97,perf.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-5,HFSNE121-037068,Performance Testing 2,PERF2,,172.26.129.19,perf2.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-5,HFSNE121-037068,User Acceptance Testing Stage 3,STU3,,172.26.128.214,stu3.kyserve.chfsinet.ky.gov,172.26.128.219,,,,
User Acceptance Testing,UAT-APP-5,HFSNE121-037068,User Acceptance Testing Stage 4,STU4,,172.26.124.44,stu4.kyserve.chfsinet.ky.gov,172.26.124.43,,,,
User Acceptance Testing,UAT-APP-6,HFSNE121-037069,User Acceptance Testing Stage 1,STU1,,172.26.129.98,stu1.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-6,HFSNE121-037069,User Acceptance Testing 1,UAT1,,172.26.129.101,uat1.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-6,HFSNE121-037069,User Acceptance Testing 2,UAT2,,172.26.129.102,uat2.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-6,HFSNE121-037069,User Acceptance Testing 3,UAT3,,172.26.129.103,uat3.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-6,HFSNE121-037069,User Acceptance Testing 4,UAT4,,172.26.128.238,uat4.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-6,HFSNE121-037069,Performance Testing  ,PERF,,172.26.129.105,perf.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-6,HFSNE121-037069,Performance Testing 2,PERF2,,172.26.129.20,perf2.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-6,HFSNE121-037069,User Acceptance Testing Stage 3,STU3,,172.26.128.215,stu3.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-6,HFSNE121-037069,User Acceptance Testing Stage 4,STU4,,172.26.124.45,stu4.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-7,HFSNE121-037228,User Acceptance Testing Stage 1,STU1,,172.26.130.176,stu1.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-7,HFSNE121-037228,User Acceptance Testing 1,UAT1,,172.26.130.179,uat1.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-7,HFSNE121-037228,User Acceptance Testing 2,UAT2,,172.26.130.180,uat2.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-7,HFSNE121-037228,User Acceptance Testing 3,UAT3,,172.26.130.181,uat3.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-7,HFSNE121-037228,User Acceptance Testing 4,UAT4,,172.26.130.182,uat4.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-7,HFSNE121-037228,Performance Testing  ,PERF,,172.26.130.184,perf.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-7,HFSNE121-037228,Performance Testing 2,PERF2,,172.26.130.175,perf2.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-7,HFSNE121-037228,User Acceptance Testing Stage 3,STU3,,172.26.128.217,stu3.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-7,HFSNE121-037228,User Acceptance Testing Stage 4,STU4,,172.26.124.46,stu4.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-8,HFSNE121-037229,User Acceptance Testing Stage 1,STU1,,172.26.130.186,stu1.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-8,HFSNE121-037229,User Acceptance Testing 1,UAT1,,172.26.130.189,uat1.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-8,HFSNE121-037229,User Acceptance Testing 2,UAT2,,172.26.130.190,uat2.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-8,HFSNE121-037229,User Acceptance Testing 3,UAT3,,172.26.130.191,uat3.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-8,HFSNE121-037229,User Acceptance Testing 4,UAT4,,172.26.130.192,uat4.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-8,HFSNE121-037229,Performance Testing  ,PERF,,172.26.130.194,perf.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-8,HFSNE121-037229,Performance Testing 2,PERF2,,172.26.130.185,perf2.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-8,HFSNE121-037229,User Acceptance Testing Stage 3,STU3,,172.26.128.218,stu3.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-8,HFSNE121-037229,User Acceptance Testing Stage 4,STU4,,172.26.124.47,stu4.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-9,HFSNE121-037237,User Acceptance Testing Stage 1,STU1,,172.26.129.67,stu1.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-9,HFSNE121-037237,User Acceptance Testing 1,UAT1,,172.26.129.75,uat1.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-9,HFSNE121-037237,User Acceptance Testing 2,UAT2,,172.26.129.83,uat2.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-9,HFSNE121-037237,User Acceptance Testing 3,UAT3,,172.26.129.91,uat3.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-9,HFSNE121-037237,User Acceptance Testing 4,UAT4,,172.26.129.99,uat4.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-9,HFSNE121-037237,Performance Testing  ,PERF,,172.26.129.160,perf.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-9,HFSNE121-037237,Performance Testing 2,PERF2,,172.26.129.59,perf2.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-10,HFSNE121-037238,User Acceptance Testing Stage 1,STU1,,172.26.129.168,stu1.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-10,HFSNE121-037238,User Acceptance Testing 1,UAT1,,172.26.129.169,uat1.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-10,HFSNE121-037238,User Acceptance Testing 2,UAT2,,172.26.129.176,uat2.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-10,HFSNE121-037238,User Acceptance Testing 3,UAT3,,172.26.129.177,uat3.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-10,HFSNE121-037238,User Acceptance Testing 4,UAT4,,172.26.129.27,uat4.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-10,HFSNE121-037238,Performance Testing  ,PERF,,172.26.129.35,perf.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-10,HFSNE121-037238,Performance Testing 2,PERF2,,172.26.129.161,perf2.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-11,HFSNE121-037338,User Acceptance Testing Stage 1,STU1,,172.26.127.131,stu1.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-11,HFSNE121-037338,User Acceptance Testing 1,UAT1,,172.26.127.138,uat1.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-11,HFSNE121-037338,User Acceptance Testing 2,UAT2,,172.26.127.139,uat2.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-11,HFSNE121-037338,User Acceptance Testing 3,UAT3,,172.26.127.140,uat3.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-11,HFSNE121-037338,User Acceptance Testing 4,UAT4,,172.26.127.141,uat4.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-11,HFSNE121-037338,Performance Testing  ,PERF,,172.26.127.142,perf.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-11,HFSNE121-037338,Performance Testing 2,PERF2,,172.26.127.143,perf2.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-12,HFSNE121-037339,User Acceptance Testing Stage 1,STU1,,172.26.127.132,stu1.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-12,HFSNE121-037339,User Acceptance Testing 1,UAT1,,172.26.127.144,uat1.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-12,HFSNE121-037339,User Acceptance Testing 2,UAT2,,172.26.127.145,uat2.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-12,HFSNE121-037339,User Acceptance Testing 3,UAT3,,172.26.127.146,uat3.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-12,HFSNE121-037339,User Acceptance Testing 4,UAT4,,172.26.127.147,uat4.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-12,HFSNE121-037339,Performance Testing  ,PERF,,172.26.127.148,perf.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-12,HFSNE121-037339,Performance Testing 2,PERF2,,172.26.127.149,perf2.kyserve.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APP-13,HFSNE121-037385,Performace Testing,PERF,,172.26.127.197,perf.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-14,HFSNE121-037386,Performace Testing,PERF,,172.26.127.198,perf.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-15,HFSNE121-037387,Performace Testing,PERF,,172.26.127.199,perf.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-16,HFSNE121-037388,Performace Testing,PERF,,172.26.127.200,perf.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-17,HFSNE121-037389,Performace Testing,PERF,,172.26.127.201,perf.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-18,HFSNE121-037390,Performace Testing,PERF,,172.26.127.202,perf.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-19,HFSNE121-037445,Performace Testing,PERF,,172.26.127.75,perf.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APP-20,HFSNE121-037446,Performace Testing,PERF,,172.26.127.76,perf.kyserve.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APPFABRIC-Hosting-1,HFSNE121-037070,UAT AppFabric Hosting,UAFH,STU1,172.26.129.156,stu1.kyservices.chfsinet.ky.gov,172.26.129.175,,,,No
User Acceptance Testing,UAT-APPFABRIC-Hosting-1,HFSNE121-037070,UAT AppFabric Hosting,UAFH,UAT1,172.26.129.162,uat1.kyservices.chfsinet.ky.gov,172.26.129.178,,,,No
User Acceptance Testing,UAT-APPFABRIC-Hosting-1,HFSNE121-037070,UAT AppFabric Hosting,UAFH,UAT2,172.26.129.163,uat2.kyservices.chfsinet.ky.gov,172.26.129.179,,,,No
User Acceptance Testing,UAT-APPFABRIC-Hosting-1,HFSNE121-037070,UAT AppFabric Hosting,UAFH,UAT3,172.26.129.164,uat3.kyservices.chfsinet.ky.gov,172.26.129.180,,,,No
User Acceptance Testing,UAT-APPFABRIC-Hosting-1,HFSNE121-037070,UAT AppFabric Hosting,UAFH,UAT4,172.26.128.240,uat4.kyservices.chfsinet.ky.gov,172.26.128.242,,,,No
User Acceptance Testing,UAT-APPFABRIC-Hosting-1,HFSNE121-037070,UAT AppFabric Hosting,UAFH,PERF,172.26.129.166,perf.kyservices.chfsinet.ky.gov,172.26.129.182,,,,No
User Acceptance Testing,UAT-APPFABRIC-Hosting-1,HFSNE121-037070,UAT AppFabric Hosting,UAFH,UAT2,172.26.129.165,stu2.kyservices.chfsinet.ky.gov ,172.26.129.181,,,,
User Acceptance Testing,UAT-APPFABRIC-Hosting-2,HFSNE121-037071,UAT AppFabric Hosting,UAFH,STU1,172.26.129.167,stu1.kyservices.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APPFABRIC-Hosting-2,HFSNE121-037071,UAT AppFabric Hosting,UAFH,UAT1,172.26.129.170,uat1.kyservices.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APPFABRIC-Hosting-2,HFSNE121-037071,UAT AppFabric Hosting,UAFH,UAT2,172.26.129.171,uat2.kyservices.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APPFABRIC-Hosting-2,HFSNE121-037071,UAT AppFabric Hosting,UAFH,UAT3,172.26.129.172,uat3.kyservices.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APPFABRIC-Hosting-2,HFSNE121-037071,UAT AppFabric Hosting,UAFH,UAT4,172.26.128.241,uat4.kyservices.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APPFABRIC-Hosting-2,HFSNE121-037071,UAT AppFabric Hosting,UAFH,PERF,172.26.129.174,perf.kyservices.chfsinet.ky.gov,,,,,No
User Acceptance Testing,UAT-APPFABRIC-Hosting-2,HFSNE121-037071,UAT AppFabric Hosting,UAFH,UAT2,172.26.129.173,stu2.kyservices.chfsinet.ky.gov ,,,,,
User Acceptance Testing,UAT-APPFABRIC-Hosting-3,HFSNE121-037188,UAT AppFabric Hosting,UAFH,PERF,172.26.129.215,perf.kyservices.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APPFABRIC-Hosting-3,HFSNE121-037188,UAT AppFabric Hosting,UAFH,STU3,172.26.129.60,stu3.kyservices.chfsinet.ky.gov,172.26.129.250,,,,
User Acceptance Testing,UAT-APPFABRIC-Hosting-3,HFSNE121-037188,UAT AppFabric Hosting,UAFH,STU4,172.26.124.49,stu4.kyservices.chfsinet.ky.gov,172.26.124.48,,,,
User Acceptance Testing,UAT-APPFABRIC-Hosting-4,HFSNE121-037189,UAT AppFabric Hosting,UAFH,PERF,172.26.129.216,perf.kyservices.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APPFABRIC-Hosting-4,HFSNE121-037189,UAT AppFabric Hosting,UAFH,STU3,172.26.129.68,stu3.kyservices.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APPFABRIC-Hosting-4,HFSNE121-037189,UAT AppFabric Hosting,UAFH,STU4,172.26.124.50,stu4.kyservices.chfsinet.ky.gov,,,,,
User Acceptance Testing,UAT-APPFABRIC-Caching-1,HFSNE121-037072,UAT AppFabric Caching,UAFC,,,,,,,,No
User Acceptance Testing,UAT-APPFABRIC-Caching-2,HFSNE121-037092,UAT AppFabric Caching,UAFC,,,,,,,,No
User Acceptance Testing,UAT-APPFABRIC-Caching-3,HFSNE121-037093,UAT AppFabric Caching,UAFC,,,,,,,,No
User Acceptance Testing,UAT-BIZTALK-1,HFSSD121-03740,UAT BizTalk,UABT,,172.26.28.77,uabt.chfsinet.ky.gov,172.26.28.110,,,,No
User Acceptance Testing,UAT-BIZTALK-2,HFSSD121-03741,UAT BizTalk,UABT,,172.26.28.91,uabt.chfsinet.ky.gov,172.26.28.110,,,,No
User Acceptance Testing,UAT-BIZTALK-3,HFSSD121-03742,UAT BizTalk,UABT,,172.26.28.79,uabt.chfsinet.ky.gov,172.26.28.110,,,,No
User Acceptance Testing,UAT-BIZTALK-4,HFSSD121-03743,UAT BizTalk,UABT,,172.26.28.80,uabt.chfsinet.ky.gov,172.26.28.110,,,,No
User Acceptance Testing,UAT-BIZTALK-5,HFSSD121-03744,UAT BizTalk,UABT,,172.26.28.92,,,,,,No
User Acceptance Testing,UAT-BIZTALK-6,HFSSD121-03745,UAT BizTalk,UABT,,172.26.28.82,,,,,,No
User Acceptance Testing,UAT-BIZTALK-DB-1,HFSSD121-03780,UAT BizTalk SQL,,,,,,,,,
User Acceptance Testing,UAT-BIZTALK-DB-1,HFSSD121-03781,UAT BizTalk SQL,,,,,,,,,
User Acceptance Testing,UAT-FTP-1,0,,UAT,,,,,,,,No
User Acceptance Testing,UAT-FTP-2,0,,UAT,,,,,,,,No
User Acceptance Testing,UAT-BATCH-1,HFSNE121-037094,,UAT,,,,,,,,No
User Acceptance Testing,UAT-BATCH-2,HFSNE121-037095,,UAT,,,,,,,,No
User Acceptance Testing,UAT-BATCH-3,HFSNE121-037391,,,,,,,,,,
User Acceptance Testing,UAT-BATCH-4,HFSNE121-037392,,,,,,,,,,
User Acceptance Testing,UAT-FORMS-1,HFSNE121-037073,User Acceptance Testing Stage 1,STU1,,172.26.131.20,stu1.kyforms.chfsinet.ky.gov,172.26.131.52,,,,No
